model,modality,hardware,arch_type,params_B,hw_tdp,compute_units,memory_bw,output_complexity,num_steps,batch_size,energy_j,time_s,avg_power_w
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,64,1,1,23.24,2.92,7.27
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,64,1,1,23.46,2.4,10.38
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,64,1,1,25.19,2.45,9.09
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,64,1,1,21.17,2.47,10.16
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,64,1,1,25.17,2.45,9.33
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,64,1,1,23.3,2.48,10.74
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,64,1,1,25.22,2.46,9.7
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,64,1,1,22.15,2.43,10.7
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,64,1,1,26.17,2.46,8.77
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,64,1,1,25.22,2.46,9.15
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,64,1,1,24.64,2.47,9.54
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,64,1,1,25.96,2.47,8.96
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,64,1,1,25.88,2.47,8.62
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,64,1,1,23.61,2.45,10.33
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,64,1,1,21.7,2.45,10.43
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,64,1,1,25.23,2.47,9.11
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,64,1,1,21.94,2.47,10.65
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,64,1,1,26.23,2.47,8.75
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,64,1,1,25.6,2.46,8.96
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,64,1,1,26.01,2.47,9.23
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,64,1,1,26.06,2.45,9.24
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,64,1,1,25.86,2.46,8.78
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,64,1,1,25.43,2.46,9.25
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,64,1,1,25.96,2.46,8.75
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,64,1,1,26.31,2.47,9.01
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,64,1,1,24.39,2.46,9.69
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,64,1,1,22.89,2.46,11.15
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,64,1,1,23.82,2.46,10.19
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,64,1,1,21.99,2.42,10.62
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,64,1,1,25.41,2.47,9.44
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,128,1,1,52.36,5.26,9.33
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,128,1,1,55.44,4.88,10.52
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,128,1,1,53.56,4.87,11.12
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,128,1,1,55.47,4.86,10.97
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,128,1,1,53.32,4.87,11.05
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,128,1,1,53.64,4.89,11.09
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,128,1,1,54.12,4.87,10.97
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,128,1,1,51.25,4.87,11.42
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,128,1,1,53.83,4.85,11.17
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,128,1,1,53.08,4.83,11.52
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,128,1,1,55.76,4.85,10.97
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,128,1,1,53.39,4.86,11.29
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,128,1,1,55.46,4.87,11.05
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,128,1,1,54.18,4.86,11.23
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,128,1,1,56.0,4.87,10.67
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,128,1,1,54.06,4.87,11.18
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,128,1,1,54.36,4.87,11.25
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,128,1,1,53.28,4.87,11.56
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,128,1,1,53.87,4.88,11.27
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,128,1,1,54.03,4.88,11.14
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,128,1,1,54.35,4.86,11.26
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,128,1,1,20.76,2.11,9.79
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,128,1,1,54.0,4.87,11.43
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,128,1,1,56.8,4.88,10.55
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,128,1,1,55.25,4.88,11.03
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,128,1,1,55.57,4.86,11.02
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,128,1,1,54.63,4.87,11.3
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,128,1,1,54.04,4.85,11.33
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,128,1,1,57.19,4.87,10.75
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,128,1,1,51.7,4.87,11.73
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,256,1,1,127.69,11.62,11.03
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,256,1,1,134.54,45.69,2.97
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,256,1,1,141.17,63.4,2.26
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,256,1,1,141.08,77.48,1.87
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,256,1,1,140.12,78.6,1.8
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,256,1,1,136.73,79.36,1.74
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,256,1,1,139.38,82.48,1.68
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,256,1,1,135.4,77.36,1.74
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,256,1,1,142.64,80.17,1.77
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,256,1,1,134.63,100.41,1.34
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,256,1,1,133.84,81.05,1.66
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,256,1,1,132.81,88.58,1.51
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,256,1,1,129.99,79.41,1.63
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,256,1,1,135.32,87.76,1.56
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,256,1,1,1.29,0.62,2.02
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,256,1,1,126.96,79.18,1.63
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,256,1,1,123.33,80.97,1.54
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,256,1,1,128.84,81.93,1.58
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,256,1,1,134.01,81.4,1.65
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,256,1,1,125.14,82.97,1.5
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,256,1,1,131.8,76.89,1.73
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,256,1,1,132.16,91.97,1.45
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,256,1,1,114.98,80.56,1.44
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,256,1,1,116.0,69.49,1.71
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,256,1,1,123.31,53.05,2.32
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,256,1,1,140.66,64.85,2.22
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,256,1,1,140.11,77.23,1.84
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,256,1,1,129.24,54.2,2.35
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,256,1,1,124.57,53.23,2.32
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,256,1,1,126.78,52.57,2.39
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,512,1,1,285.16,72.98,3.88
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,512,1,1,279.33,36.99,7.55
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,512,1,1,296.8,20.44,14.35
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,512,1,1,299.98,20.43,14.42
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,512,1,1,302.05,20.32,14.63
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,512,1,1,292.21,20.23,14.15
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,512,1,1,287.87,20.22,14.32
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,512,1,1,291.04,20.22,14.27
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,512,1,1,293.67,20.19,14.38
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,512,1,1,292.51,20.23,14.52
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,512,1,1,291.84,20.21,14.69
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,512,1,1,297.33,20.21,14.38
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,512,1,1,300.36,20.23,14.37
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,512,1,1,300.39,20.24,14.54
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,512,1,1,302.46,20.25,14.53
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,512,1,1,302.2,20.27,14.69
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,512,1,1,304.27,20.29,14.9
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,512,1,1,304.47,20.29,14.84
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,512,1,1,307.58,20.31,14.78
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,512,1,1,306.41,20.29,14.88
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,512,1,1,306.79,20.3,14.95
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,512,1,1,306.44,20.29,15.23
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,512,1,1,306.3,20.27,15.2
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,512,1,1,305.76,20.29,15.1
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,512,1,1,301.42,20.23,14.52
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,512,1,1,294.18,20.23,14.55
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,512,1,1,294.22,20.22,14.44
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,512,1,1,298.71,20.22,14.3
Phi-3-mini-4k,text,Apple M4 Pro,0,3.8,40,20,273,512,1,1,295.14,20.22,14.87
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,20,1,41.85,2.73,15.36
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,20,1,40.2,2.72,15.38
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,20,1,42.19,2.72,14.88
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,20,1,40.76,2.7,14.14
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,20,1,41.25,2.72,14.29
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,20,1,41.69,2.73,15.7
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,20,1,40.95,2.74,15.11
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,20,1,38.9,2.71,14.95
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,20,1,40.45,2.7,15.08
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,20,1,43.93,2.7,14.94
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,20,1,43.29,2.7,14.59
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,20,1,40.3,2.72,15.09
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,20,1,40.54,2.72,13.75
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,20,1,42.14,2.73,15.1
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,20,1,40.84,2.69,13.93
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,20,1,40.0,2.71,14.52
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,20,1,39.22,2.72,14.87
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,20,1,40.94,2.72,14.0
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,20,1,40.54,2.74,14.31
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,20,1,44.59,2.71,15.61
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,20,1,41.84,2.7,15.17
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,20,1,42.12,2.7,14.34
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,20,1,40.88,2.69,13.95
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,20,1,43.38,2.72,14.93
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,20,1,39.94,2.72,14.42
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,20,1,42.01,2.7,14.35
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,20,1,41.26,2.7,15.29
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,20,1,40.3,2.71,13.93
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,20,1,40.04,2.71,14.93
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,20,1,40.66,2.7,14.47
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,30,1,63.03,3.9,16.27
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,30,1,62.55,3.88,16.23
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,30,1,61.23,3.9,16.17
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,30,1,65.13,3.87,14.37
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,30,1,60.68,3.91,15.6
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,30,1,55.93,3.85,16.97
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,30,1,61.19,3.88,15.68
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,30,1,61.75,3.87,15.55
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,30,1,61.18,3.91,15.67
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,30,1,66.1,3.87,16.47
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,30,1,58.66,3.86,17.18
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,30,1,62.49,3.88,14.98
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,30,1,61.96,3.88,14.91
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,30,1,61.22,3.88,15.16
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,30,1,61.85,3.88,14.83
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,30,1,66.39,3.88,15.13
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,30,1,62.57,3.87,15.09
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,30,1,62.78,3.87,14.81
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,30,1,62.56,3.87,16.46
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,30,1,62.63,3.9,15.27
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,30,1,59.8,3.88,15.99
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,30,1,62.96,3.88,15.56
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,30,1,67.28,3.87,15.46
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,30,1,63.43,3.89,15.56
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,30,1,61.43,3.87,16.1
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,30,1,61.89,3.87,15.39
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,30,1,63.26,3.87,15.6
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,30,1,62.97,3.86,14.77
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,30,1,63.81,3.87,14.64
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,65536,30,1,65.41,3.87,14.99
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,20,1,137.23,8.81,15.49
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,20,1,123.76,6.4,20.39
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,20,1,113.05,6.78,17.67
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,20,1,122.35,6.79,16.87
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,20,1,124.3,6.77,16.78
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,20,1,120.69,6.77,16.9
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,20,1,119.01,6.77,16.99
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,20,1,119.34,6.76,16.63
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,20,1,115.42,6.79,17.46
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,20,1,123.05,6.79,16.56
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,20,1,120.68,6.79,17.64
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,20,1,115.4,6.79,17.37
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,20,1,122.22,6.8,17.08
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,20,1,120.68,6.82,17.43
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,20,1,124.94,6.78,16.53
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,20,1,118.48,6.78,17.86
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,20,1,119.12,6.79,17.62
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,20,1,117.98,6.78,17.6
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,20,1,122.78,6.79,16.87
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,20,1,118.82,6.8,17.15
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,20,1,118.4,6.8,17.46
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,20,1,123.71,6.8,16.83
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,20,1,119.55,6.8,17.36
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,20,1,121.69,6.76,16.66
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,20,1,119.41,6.93,16.85
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,20,1,117.18,6.81,17.69
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,20,1,118.45,6.82,16.86
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,20,1,115.17,6.76,17.59
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,20,1,115.47,6.74,18.11
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,20,1,119.03,6.79,17.85
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,30,1,175.52,9.83,18.03
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,30,1,194.85,9.29,20.65
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,30,1,176.98,9.86,17.57
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,30,1,174.39,9.83,18.0
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,30,1,181.99,9.83,17.52
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,30,1,180.03,9.82,17.68
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,30,1,176.62,9.82,17.59
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,30,1,179.07,9.87,17.75
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,30,1,178.18,9.82,18.35
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,30,1,177.16,9.82,17.9
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,30,1,177.79,9.81,18.52
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,30,1,181.7,9.82,17.25
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,30,1,177.65,9.82,17.77
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,30,1,178.76,9.79,17.51
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,30,1,173.89,9.81,18.32
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,30,1,178.2,9.85,17.36
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,30,1,179.78,9.79,17.49
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,30,1,179.53,9.83,17.45
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,30,1,174.01,9.79,17.89
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,30,1,178.81,9.84,16.86
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,30,1,180.03,9.91,17.49
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,30,1,175.88,9.83,18.41
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,30,1,176.51,9.8,17.76
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,30,1,174.41,9.83,18.25
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,30,1,174.92,9.79,18.48
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,30,1,194.54,9.3,21.13
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,30,1,181.8,9.9,17.37
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,30,1,174.61,9.82,18.12
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,30,1,175.82,9.83,18.39
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,147456,30,1,175.62,9.78,18.46
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,274.2,13.12,20.11
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,266.5,13.04,20.98
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,271.33,13.05,20.46
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,272.31,13.05,20.65
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,273.39,13.07,20.58
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,273.14,13.07,20.62
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,269.46,13.07,21.03
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,270.57,13.06,21.13
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,274.94,13.07,20.38
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,275.1,13.07,20.34
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,270.73,13.07,20.82
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,267.37,13.05,20.86
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,271.53,13.06,20.79
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,273.12,13.07,20.17
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,275.18,13.05,20.4
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,271.67,13.06,20.79
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,270.19,13.05,20.81
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,271.51,13.04,20.57
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,270.78,13.06,20.75
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,265.09,13.08,20.96
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,274.45,13.08,20.95
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,274.76,13.06,20.26
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,265.62,13.05,21.2
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,268.93,13.06,20.88
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,268.52,13.07,20.89
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,277.81,13.05,20.29
SD-v1-5,image,Apple M4 Pro,1,0.9,40,20,273,262144,20,1,275.17,13.08,20.21
