model,modality,hardware,arch_type,params_B,hw_tdp,compute_units,memory_bw,output_complexity,num_steps,batch_size,energy_j,time_s,avg_power_w
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,20,1,280.47,0.93,310.99
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,20,1,290.96,0.93,321.86
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,20,1,302.59,0.97,317.65
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,20,1,289.96,0.91,321.11
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,20,1,290.44,0.92,321.37
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,20,1,288.48,0.94,319.67
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,20,1,274.75,0.91,322.0
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,20,1,284.18,0.9,333.37
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,20,1,283.59,0.9,332.76
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,20,1,285.54,0.9,335.19
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,20,1,300.66,0.92,333.11
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,20,1,292.06,0.93,322.81
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,20,1,278.38,0.9,326.14
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,20,1,285.4,0.9,335.06
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,20,1,287.39,0.9,337.21
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,20,1,287.2,0.9,336.51
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,20,1,299.99,0.91,331.64
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,20,1,288.95,0.93,320.49
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,20,1,275.49,0.91,323.21
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,30,1,440.31,1.3,337.65
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,30,1,429.42,1.34,329.23
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,30,1,426.33,1.34,327.26
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,30,1,440.37,1.39,325.2
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,30,1,440.01,1.38,324.78
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,30,1,437.34,1.37,322.89
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,30,1,437.35,1.39,322.86
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,30,1,443.24,1.36,327.4
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,30,1,426.46,1.35,326.88
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,30,1,432.33,1.35,330.86
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,30,1,429.46,1.35,329.29
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,30,1,433.84,1.32,333.04
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,30,1,416.47,1.3,332.04
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,30,1,438.13,1.33,335.26
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,30,1,426.99,1.36,327.96
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,30,1,428.52,1.34,328.9
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,30,1,434.4,1.32,333.12
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,30,1,433.29,1.32,331.82
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,30,1,436.72,1.38,322.94
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,30,1,439.06,1.39,324.4
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,30,1,427.6,1.34,328.23
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,30,1,428.52,1.35,328.85
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,30,1,442.99,1.38,326.78
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,30,1,446.48,1.41,317.7
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,30,1,440.94,1.42,314.1
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,30,1,430.6,1.39,318.1
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,30,1,449.59,1.45,319.95
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,30,1,446.69,1.42,318.05
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,30,1,436.79,1.38,322.84
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,393216,30,1,445.43,1.36,328.98
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,10,1,157.44,0.52,314.67
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,10,1,174.9,0.53,348.49
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,10,1,173.55,0.52,346.41
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,10,1,174.91,0.51,348.61
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,10,1,159.09,0.5,352.57
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,10,1,164.14,0.5,362.4
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,10,1,169.48,0.5,374.5
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,10,1,170.65,0.5,376.79
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,10,1,168.31,0.5,372.95
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,10,1,182.87,0.52,364.02
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,10,1,178.57,0.52,355.44
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,10,1,175.99,0.53,350.86
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,10,1,156.74,0.5,347.54
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,10,1,162.03,0.5,358.28
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,10,1,186.81,0.51,372.23
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,10,1,163.81,0.49,363.56
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,10,1,163.01,0.5,361.0
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,10,1,167.77,0.49,370.52
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,10,1,167.13,0.5,370.36
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,10,1,169.96,0.49,375.59
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,10,1,170.56,0.5,377.2
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,10,1,166.97,0.51,368.72
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,10,1,185.24,0.51,368.49
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,10,1,180.13,0.51,358.78
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,10,1,175.46,0.51,350.08
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,10,1,159.35,0.5,353.47
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,10,1,165.1,0.5,364.53
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,10,1,170.51,0.5,376.11
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,10,1,170.2,0.5,376.62
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,10,1,187.58,0.51,373.85
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,20,1,354.38,0.99,370.91
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,20,1,350.95,0.96,367.82
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,20,1,346.58,0.97,363.74
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,20,1,325.1,0.96,359.69
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,20,1,335.27,0.95,370.71
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,20,1,336.2,0.96,372.46
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,20,1,352.31,0.99,369.46
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,20,1,350.7,0.98,367.11
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,20,1,346.54,0.96,363.44
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,20,1,345.15,0.96,361.5
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,20,1,341.52,0.96,358.02
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,20,1,344.03,0.99,360.14
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,20,1,347.9,0.97,363.87
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,20,1,329.02,0.94,364.19
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,20,1,343.31,0.94,379.61
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,20,1,337.96,0.93,374.07
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,20,1,337.26,0.92,372.46
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,20,1,336.09,0.96,371.8
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,20,1,357.67,0.97,374.74
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,20,1,327.98,0.95,362.51
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,20,1,338.54,0.94,373.95
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,20,1,340.56,0.92,377.56
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,20,1,333.81,0.95,369.85
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,20,1,335.99,0.95,370.89
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,20,1,334.84,0.94,371.34
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,20,1,341.6,0.92,378.52
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,20,1,342.9,0.92,378.69
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,20,1,339.58,0.92,376.13
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,20,1,343.08,0.92,379.48
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,20,1,337.75,0.94,373.6
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,30,1,512.73,1.41,378.32
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,30,1,510.54,1.39,376.24
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,30,1,520.4,1.42,370.63
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,30,1,504.82,1.38,372.28
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,30,1,512.31,1.38,377.36
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,30,1,508.77,1.38,375.36
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,30,1,515.44,1.4,379.95
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,30,1,519.59,1.44,369.71
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,30,1,524.65,1.48,361.02
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,30,1,505.32,1.37,372.85
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,30,1,499.89,1.4,369.56
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,30,1,512.78,1.37,378.83
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,30,1,505.41,1.37,372.86
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,30,1,509.1,1.38,375.46
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,30,1,514.85,1.38,379.36
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,30,1,535.69,1.46,367.83
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,30,1,514.96,1.42,366.8
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,30,1,497.85,1.4,367.4
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,30,1,507.71,1.4,374.59
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,30,1,512.57,1.36,377.08
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,30,1,480.08,1.35,368.31
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,30,1,524.68,1.36,387.15
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,30,1,509.41,1.38,375.76
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,30,1,506.8,1.4,374.44
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,30,1,517.55,1.37,381.76
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,30,1,504.45,1.38,372.94
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,30,1,506.82,1.4,374.61
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,30,1,522.3,1.38,384.77
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,30,1,506.48,1.38,374.08
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,524288,30,1,493.54,1.36,378.24
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,10,1,206.86,0.54,410.95
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,10,1,228.18,0.54,453.54
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,10,1,228.39,0.55,450.52
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,10,1,225.25,0.55,445.68
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,10,1,224.55,0.55,445.41
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,10,1,244.87,0.57,444.81
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,10,1,219.95,0.54,437.4
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,10,1,224.04,0.55,443.07
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,10,1,227.38,0.55,449.3
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,10,1,229.09,0.56,452.58
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,10,1,227.34,0.56,448.53
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,10,1,246.19,0.56,446.66
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,10,1,220.75,0.55,439.51
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,10,1,220.8,0.54,438.67
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,10,1,226.78,0.55,449.42
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,10,1,247.1,0.57,448.26
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,10,1,221.17,0.55,440.29
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,10,1,221.2,0.55,439.13
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,10,1,228.81,0.55,452.05
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,10,1,228.15,0.55,451.41
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,10,1,225.8,0.55,446.95
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,10,1,243.59,0.56,442.48
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,10,1,237.14,0.57,430.73
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,10,1,236.81,0.57,430.37
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,10,1,235.02,0.57,427.34
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,10,1,235.93,0.56,428.7
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,10,1,216.64,0.56,430.93
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,10,1,241.55,0.59,438.68
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,10,1,237.31,0.59,431.17
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,10,1,232.87,0.59,423.07
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,20,1,482.23,1.12,434.26
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,20,1,443.23,1.07,421.45
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,20,1,451.93,1.03,448.9
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,20,1,453.88,1.04,451.77
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,20,1,461.09,1.03,457.24
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,20,1,451.29,1.05,448.12
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,20,1,451.99,1.04,448.66
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,20,1,457.12,1.02,454.63
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,20,1,450.63,1.03,447.15
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,20,1,449.69,1.04,447.53
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,20,1,456.38,1.05,452.38
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,20,1,437.77,1.01,456.07
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,20,1,450.35,1.01,469.83
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,20,1,470.84,1.03,467.31
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,20,1,448.26,1.05,445.57
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,20,1,455.91,1.03,453.66
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,20,1,452.77,1.05,449.56
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,20,1,461.18,1.02,459.3
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,20,1,450.61,1.02,447.96
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,20,1,453.56,1.02,449.32
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,20,1,446.38,1.06,443.86
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,20,1,450.46,1.06,448.47
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,20,1,456.39,1.04,453.57
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,20,1,452.27,1.05,449.12
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,20,1,462.29,1.03,459.08
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,20,1,458.36,1.02,455.04
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,20,1,450.42,1.04,446.89
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,20,1,452.79,1.05,449.9
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,20,1,451.31,1.03,448.88
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,20,1,454.47,1.03,451.33
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,30,1,689.55,1.52,456.01
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,30,1,658.05,1.5,450.68
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,30,1,678.69,1.5,465.0
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,30,1,684.48,1.54,454.34
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,30,1,671.32,1.54,446.1
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,30,1,663.99,1.5,455.29
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,30,1,679.54,1.49,464.83
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,30,1,705.2,1.56,452.76
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,30,1,657.41,1.51,450.07
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,30,1,695.52,1.53,461.24
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,30,1,690.55,1.54,458.37
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,30,1,684.68,1.51,454.52
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,30,1,645.36,1.47,457.11
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,30,1,673.58,1.46,475.86
AnimateDiff-v1.5,video,NVIDIA H100 80GB HBM3,1,0.9,700,14592,3350,786432,30,1,681.14,1.51,467.57
